center,left,right,steering_angle,throttle,brake,speed
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_09_525.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_09_525.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_09_525.jpg,0,0,0,4.429244
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_09_631.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_09_631.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_09_631.jpg,0,0,0,4.375968
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_09_751.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_09_751.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_09_751.jpg,-0.3595261,0,0,4.300413
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_09_873.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_09_873.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_09_873.jpg,0,0,0,4.248538
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_09_984.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_09_984.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_09_984.jpg,0,0,0,4.205285
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_10_111.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_10_111.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_10_111.jpg,0,0,0,4.146327
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_10_241.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_10_241.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_10_241.jpg,0,0,0,4.096455
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_10_346.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_10_346.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_10_346.jpg,-0.152313,0,0,4.052059
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_10_463.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_10_463.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_10_463.jpg,-0.5045943,0,0,3.972221
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_10_570.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_10_570.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_10_570.jpg,-0.1851068,0,0,3.929826
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_10_683.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_10_683.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_10_683.jpg,0,0,0,3.886431
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_10_788.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_10_788.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_10_788.jpg,0,0,0,3.847383
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_10_916.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_10_916.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_10_916.jpg,-0.0979135,0,0,3.791484
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_020.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_020.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_020.jpg,-0.4088545,0,0,3.734329
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_136.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_136.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_136.jpg,-0.4723592,0,0,3.66315
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_238.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_238.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_238.jpg,-0.1674307,0,0,3.631835
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_340.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_340.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_340.jpg,0,0,0,3.590288
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_443.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_443.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_443.jpg,-0.1201086,0,0,3.549486
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_565.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_565.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_565.jpg,0,0,0,3.50532
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_665.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_665.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_665.jpg,0,0,0,3.470147
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_795.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_795.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_795.jpg,-0.387351,0,0,3.401259
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_11_911.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_11_911.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_11_911.jpg,-0.4571243,0,0,3.343745
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_12_022.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_12_022.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_12_022.jpg,-0.1244667,0,0,3.314802
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_12_129.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_12_129.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_12_129.jpg,0,0,0,3.270339
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_12_258.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_12_258.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_12_258.jpg,0,0,0,3.230243
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_12_359.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_12_359.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_12_359.jpg,0,0,0,3.197208
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_12_467.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_12_467.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_12_467.jpg,-0.3216984,0,0,3.153383
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_12_582.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_12_582.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_12_582.jpg,-0.6686639,0,0,3.082866
